oldText,newText,sameLength,editDist_0,NOCORRECTION,editDistAbove1,editDistBelow3,editDist_1andcaseChange,SPELLCHECK,ADDITION,CAPITALIZATION,TYPO
Vice-President,Vice-President,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
.-'.-•,-0,0,0,0,0,0,0,0,1,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
"S,",-0,1,0,0,1,1,0,1,0,0,0
O.,"S,",1,0,0,1,1,0,1,0,0,0
Spagnoli,G.,0,0,0,0,0,0,0,1,0,0
Secretary,Secretary,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Cashier,Cashier,1,1,1,0,0,0,0,0,0,0
•,-0,0,0,0,0,0,0,0,1,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
Frederick,Frederick,1,1,1,0,0,0,0,0,0,0
Eudey,Eudey,1,1,1,0,0,0,0,0,0,0
V,board,0,0,0,0,0,0,0,1,0,0
0,or,0,0,0,1,1,0,1,0,0,0
■;,directors:,0,0,0,0,0,0,0,1,0,0
be,be,1,1,1,0,0,0,0,0,0,0
very,very,1,1,1,0,0,0,0,0,0,0
apt,apt,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
s;\itiS,glide,0,0,0,0,0,0,0,1,0,0
into,into,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
station,station,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
success.,success.,1,1,1,0,0,0,0,0,0,0
You,You,1,1,1,0,0,0,0,0,0,0
may,may,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
sidetracked,sidetracked,1,1,1,0,0,0,0,0,0,0
ou,on,1,0,0,0,0,0,0,0,0,1
the,the,1,1,1,0,0,0,0,0,0,0
road,road,1,1,1,0,0,0,0,0,0,0
sometimes/buf,sometimes,0,0,0,0,0,0,0,1,0,0
"you""",but,0,0,0,0,0,0,0,1,0,0
will,you,0,0,0,0,0,0,0,1,0,0
event-,will,0,0,0,0,0,0,0,1,0,0
0,FRESNO.,0,0,0,0,0,0,0,1,0,0
Theodore,Theodore,1,1,1,0,0,0,0,0,0,0
"Kearney,","Kearney,",1,1,1,0,0,0,0,0,0,0
president-,president,0,0,0,1,1,0,1,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
speakingof,speaking,0,0,0,1,1,0,1,0,0,0
the,of,0,0,0,0,0,0,0,1,0,0
proposition,the,0,0,0,0,0,0,0,1,0,0
made,proposition,0,0,0,0,0,0,0,1,0,0
to,made,0,0,0,0,0,0,0,1,0,0
the,to,0,0,0,1,1,0,1,0,0,0
packers,packers,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
take,take,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
surplus,surplus,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
700,700,1,1,1,0,0,0,0,0,0,0
car-,car-,1,1,1,0,0,0,0,0,0,0
loads,loads,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
raisins,raisins,1,1,1,0,0,0,0,0,0,0
off,off,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
bands,hands,1,0,0,0,0,0,0,0,0,1
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
disposal,disposal,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
surplus,surplus,1,1,1,0,0,0,0,0,0,0
raisins.,raisins.,1,1,1,0,0,0,0,0,0,0
0,The,0,0,0,0,0,0,0,1,0,0
.',Inyo.,0,0,0,0,0,0,0,1,0,0
again,again,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
present.,present.,1,1,1,0,0,0,0,0,0,0
shown,shown,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
■,Mrs.,0,0,0,0,0,0,0,1,0,0
Mrs.,"Lambert,",0,0,0,0,0,0,0,1,0,0
"Lambert,",and,0,0,0,0,0,0,0,1,0,0
and,after,0,0,0,0,0,0,0,1,0,0
"forgery."",","forgery.""",0,0,0,1,1,0,1,0,0,0
"lies,","lies,",1,1,1,0,0,0,0,0,0,0
who,who,1,1,1,0,0,0,0,0,0,0
fled,fled,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
mountains-,mountains,0,0,0,1,1,0,1,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
ings,ings,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
surrender,surrender,1,1,1,0,0,0,0,0,0,0
were,were,1,1,1,0,0,0,0,0,0,0
orderly.',orderly.,0,0,0,1,1,0,1,0,0,0
0,The,0,0,0,0,0,0,0,1,0,0
The,War,1,0,0,1,0,0,0,1,0,0
War,Department,0,0,0,0,0,0,0,1,0,0
Department,has,0,0,0,0,0,0,0,1,0,0
has,made,0,0,0,0,0,0,0,1,0,0
made,pub-,1,0,0,1,0,0,0,1,0,0
lic,lic,1,1,1,0,0,0,0,0,0,0
an,an,1,1,1,0,0,0,0,0,0,0
"order,","order,",1,1,1,0,0,0,0,0,0,0
issued,issued,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
General,General,1,1,1,0,0,0,0,0,0,0
.Mac,MacAr-,0,0,0,0,0,0,0,1,0,0
!,Three,0,0,0,0,0,0,0,1,0,0
Three,persons,0,0,0,0,0,0,0,1,0,0
persons,were,0,0,0,0,0,0,0,1,0,0
were,killed,0,0,0,0,0,0,0,1,0,0
killed,and,0,0,0,0,0,0,0,1,0,0
and,several,0,0,0,0,0,0,0,1,0,0
electric,electric,1,1,1,0,0,0,0,0,0,0
storm,storm,1,1,1,0,0,0,0,0,0,0
0,which,0,0,0,0,0,0,0,1,0,0
which,recently,0,0,0,0,0,0,0,1,0,0
recently,passed,0,0,0,0,0,0,0,1,0,0
probably,probably,1,1,1,0,0,0,0,0,0,0
"$40,000.00 ","$40,000.00 ",1,1,1,0,0,0,0,0,0,0
.At,At,0,0,0,1,1,0,1,0,0,0
"Monticello,","Monticello,",1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
bolt,bolt,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
lighning,lighning,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
"Hathaway,","Hathaway,",1,1,1,0,0,0,0,0,0,0
#NAME?,who,0,0,0,0,0,0,0,1,0,0
tive,tive,1,1,1,0,0,0,0,0,0,0
July,July,1,1,1,0,0,0,0,0,0,0
Ist.,1st.,1,0,0,0,0,0,0,0,0,1
the,Under,0,0,0,0,0,0,0,1,0,0
shadow,the,0,0,0,0,0,0,0,1,0,0
of,shadow,0,0,0,0,0,0,0,1,0,0
Bolinas,of,0,0,0,0,0,0,0,1,0,0
"ridge,",Bolinas,0,0,0,0,0,0,0,1,0,0
enty-three,enty-three,1,1,1,0,0,0,0,0,0,0
"years,","years,",1,1,1,0,0,0,0,0,0,0
Mrs.,Mrs.,1,1,1,0,0,0,0,0,0,0
Kamona,Ramona,1,0,0,0,0,0,0,0,0,1
Briones,Briones,1,1,1,0,0,0,0,0,0,0
"OBDINAN""CEf",ORDINANCE,0,0,0,0,0,0,0,1,0,0
AMENDING*,AMENDING,0,0,0,1,1,0,1,0,0,0
ORDINANCE,ORDINANCE,1,1,1,0,0,0,0,0,0,0
0,No.,0,0,0,0,0,0,0,1,0,0
Ko.,"91,",1,0,0,1,0,0,0,1,0,0
"01,",entitled,0,0,0,0,0,0,0,1,0,0
entitled,an,0,0,0,0,0,0,0,1,0,0
an,ordinance,0,0,0,0,0,0,0,1,0,0
ordinanca,licensing,1,0,0,1,0,0,0,1,0,0
Hcenainßlfor,for,0,0,0,0,0,0,0,1,0,0
purposes,purposes,1,1,1,0,0,0,0,0,0,0
or-,of,0,0,0,1,1,0,1,0,0,0
regulation,regulation,1,1,1,0,0,0,0,0,0,0
aid',and,0,0,0,1,1,0,1,0,0,0
"revenue,","revenue,",1,1,1,0,0,0,0,0,0,0
every,every,1,1,1,0,0,0,0,0,0,0
kind,kind,1,1,1,0,0,0,0,0,0,0
i,of,0,0,0,1,1,0,1,0,0,0
of,lawful,0,0,0,0,0,0,0,1,0,0
lawful,"business,",0,0,0,0,0,0,0,1,0,0
"business,""",hereinafter,0,0,0,0,0,0,0,1,0,0
hereinafter,"specified,",0,0,0,0,0,0,0,1,0,0
"specified,-",tran-,0,0,0,0,0,0,0,1,0,0
sacted,sacted,1,1,1,0,0,0,0,0,0,0
or,or,1,1,1,0,0,0,0,0,0,0
carried,carried,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
within,within,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
corporate,corporate,1,1,1,0,0,0,0,0,0,0
iiraits,limits,0,0,0,0,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
County,County,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"Amador,","Amador,",1,1,1,0,0,0,0,0,0,0
State,State,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"Callforoia,","Callforoia,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
all,all,1,1,1,0,0,0,0,0,0,0
"shows,","shows,",1,1,1,0,0,0,0,0,0,0
exhibitions,exhibitions,1,1,1,0,0,0,0,0,0,0
#NAME?,and,0,0,0,0,0,0,0,1,0,0
lawful,lawful,1,1,1,0,0,0,0,0,0,0
gaiass,games,0,0,0,0,0,0,0,1,0,0
•carried,carried,0,0,0,0,0,0,0,1,0,0
on,on,1,1,1,0,0,0,0,0,0,0
therein,therein,1,1,1,0,0,0,0,0,0,0
;,;,1,1,1,0,0,0,0,0,0,0
fixing,fixing,1,1,1,0,0,0,0,0,0,0
fates,rates,1,0,0,0,0,0,0,0,0,1
of,of,1,1,1,0,0,0,0,0,0,0
license,license,1,1,1,0,0,0,0,0,0,0
tax,tax,1,1,1,0,0,0,0,0,0,0
upon,upon,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
"same,","same,",1,1,1,0,0,0,0,0,0,0
andprovifiins-for,and,0,0,0,0,0,0,0,1,0,0
tha,providing,0,0,0,0,0,0,0,1,0,0
collection,for,0,0,0,0,0,0,0,1,0,0
thereof.,thereof.,1,1,1,0,0,0,0,0,0,0
"""The","""The",1,1,1,0,0,0,0,0,0,0
Board,Board,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Supervisors,Supervisors,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Vha,The,1,0,0,1,1,0,1,0,0,0
County,County,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"Amador,","Amador,",1,1,1,0,0,0,0,0,0,0
State,State,1,1,1,0,0,0,0,0,0,0
.of,of,0,0,0,1,1,0,1,0,0,0
"California*,","California,",0,0,0,1,1,0,1,0,0,0
do,do,1,1,1,0,0,0,0,0,0,0
ordain,ordain,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
follows,follows,1,1,1,0,0,0,0,0,0,0
:,:,1,1,1,0,0,0,0,0,0,0
JfIGKSOH,JACKSON,0,0,0,0,0,0,0,1,0,0
REPUBLIGfIH,REPUBLICAN,0,0,0,0,0,0,0,1,0,0
GUIB,CLUB,1,0,0,1,0,0,0,1,0,0
DU.,DR.,1,0,0,0,0,0,0,0,0,1
C.,C.,1,1,1,0,0,0,0,0,0,0
A.,A.,1,1,1,0,0,0,0,0,0,0
HERRICIv.,HERRICK,0,0,0,0,0,0,0,1,0,0
../...'.....'..,..........,0,0,0,0,0,0,0,1,0,0
...Pre5ident,President,0,0,0,0,0,0,0,1,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
B.,B.,1,1,1,0,0,0,0,0,0,0
FRANC15..,FRANCIS..,1,0,0,1,1,0,1,0,0,0
........:F1r5t,........,0,0,0,0,0,0,0,1,0,0
Vlcs-President,First,0,0,0,0,0,0,0,1,0,0
B.,B.,1,1,1,0,0,0,0,0,0,0
F.,F.,1,1,1,0,0,0,0,0,0,0
TAYLOR,TAYLOR,1,1,1,0,0,0,0,0,0,0
Second,.........,0,0,0,0,0,0,0,1,0,0
Vice,Second,0,0,0,0,0,0,0,1,0,0
President,Vice,0,0,0,0,0,0,0,1,0,0
WEBSTER,WEBSTER,1,1,1,0,0,0,0,0,0,0
SMITH,SMITH,1,1,1,0,0,0,0,0,0,0
Third,....,0,0,0,0,0,0,0,1,0,0
Vice-President,Third,0,0,0,0,0,0,0,1,0,0
JAMES,JAMES,1,1,1,0,0,0,0,0,0,0
F..,E.,0,0,0,1,1,0,1,0,0,0
DYF.,DYE,0,0,0,1,1,0,1,0,0,0
Secretary,.........,1,0,0,1,0,0,0,1,0,0
Stato.l,Stated,0,0,0,0,0,0,0,1,0,0
meetings,meetings,1,1,1,0,0,0,0,0,0,0
tho,the,1,0,0,0,0,0,0,0,0,1
second,second,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
evening,evening,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
each,each,1,1,1,0,0,0,0,0,0,0
month,month,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
8,8,1,1,1,0,0,0,0,0,0,0
o'clock,o'clock,1,1,1,0,0,0,0,0,0,0
"p,","p,",1,1,1,0,0,0,0,0,0,0
m.,m.,1,1,1,0,0,0,0,0,0,0
All,All,1,1,1,0,0,0,0,0,0,0
Republi-,Republi-,1,1,1,0,0,0,0,0,0,0
Mcmlierahip,Membership,0,0,0,0,0,0,0,1,0,0
free.,free.,1,1,1,0,0,0,0,0,0,0
All,All,1,1,1,0,0,0,0,0,0,0
funds,funds,1,1,1,0,0,0,0,0,0,0
raised,raised,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
volun-,volun-,1,1,1,0,0,0,0,0,0,0
Half,Half,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Land,Land,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
Amador,Amador,1,1,1,0,0,0,0,0,0,0
County,County,1,1,1,0,0,0,0,0,0,0
ia,is,1,0,0,0,0,0,0,0,0,1
-0,Participated,0,0,0,0,0,0,0,1,0,0
Participated,at,0,0,0,0,0,0,0,1,0,0
at,the,0,0,0,0,0,0,0,1,0,0
the,Second,0,0,0,0,0,0,0,1,0,0
Second,Battle,1,0,0,1,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Manassas—,Manassas—,1,1,1,0,0,0,0,0,0,0
A,A,1,1,1,0,0,0,0,0,0,0
Brave,Brave,1,1,1,0,0,0,0,0,0,0
Bo;,Boy,1,0,0,0,0,0,0,0,0,1
and,and,1,1,1,0,0,0,0,0,0,0
pis,his,1,0,0,0,0,0,0,0,0,1
:,Dying,0,0,0,0,0,0,0,1,0,0
Dying,Request.,0,0,0,0,0,0,0,1,0,0
attention,attention,1,1,1,0,0,0,0,0,0,0
bad,had,1,0,0,0,0,0,0,0,0,1
been,been,1,1,1,0,0,0,0,0,0,0
attracted,attracted,1,1,1,0,0,0,0,0,0,0
by.,by,0,0,0,1,1,0,1,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
curious,curious,1,1,1,0,0,0,0,0,0,0
and:,and,0,0,0,1,1,0,1,0,0,0
rather,rather,1,1,1,0,0,0,0,0,0,0
grewsome,grewsome,1,1,1,0,0,0,0,0,0,0
Incident,incident,1,0,0,0,0,1,0,0,1,0
tbe,the,1,0,0,0,0,0,0,0,0,1
morning,morning,1,1,1,0,0,0,0,0,0,0
after,after,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
second,second,1,1,1,0,0,0,0,0,0,0
battle,battle,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"Manassas,""","Manassas,""",1,1,1,0,0,0,0,0,0,0
be,he,1,0,0,0,0,0,0,0,0,1
continued,continued,1,1,1,0,0,0,0,0,0,0
In,in,1,0,0,0,0,1,0,0,1,0
response,response,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
field,field,1,1,1,0,0,0,0,0,0,0
In,in,1,0,0,0,0,1,0,0,1,0
the,the,1,1,1,0,0,0,0,0,0,0
hope,hope,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
picking,picking,1,1,1,0,0,0,0,0,0,0
up,up,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
for,for,1,1,1,0,0,0,0,0,0,0
which,which,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
dead,dead,1,1,1,0,0,0,0,0,0,0
bad.,had,0,0,0,1,1,0,1,0,0,0
no,no,1,1,1,0,0,0,0,0,0,0
further,further,1,1,1,0,0,0,0,0,0,0
use,use,1,1,1,0,0,0,0,0,0,0
the.,"""During",0,0,0,0,0,0,0,1,0,0
previous,the,0,0,0,0,0,0,0,1,0,0
day's,previous,0,0,0,0,0,0,0,1,0,0
engage-,day's,0,0,0,0,0,0,0,1,0,0
ment,ment,1,1,1,0,0,0,0,0,0,0
you,you,1,1,1,0,0,0,0,0,0,0
"""","""",1,1,1,0,0,0,0,0,0,0
may,may,1,1,1,0,0,0,0,0,0,0
remember,remember,1,1,1,0,0,0,0,0,0,0
that,that,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
0,regi-,0,0,0,0,0,0,0,1,0,0
ment,ment,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
freshly,freshly,1,1,1,0,0,0,0,0,0,0
,recruited,0,0,0,0,0,0,0,1,0,0
recruited,New,0,0,0,0,0,0,0,1,0,0
New,York,0,0,0,0,0,0,0,1,0,0
by,by,1,1,1,0,0,0,0,0,0,0
Hood's,Hood's,1,1,1,0,0,0,0,0,0,0
brigade.,brigade.,1,1,1,0,0,0,0,0,0,0
1,They,0,0,0,0,0,0,0,1,0,0
They,were,1,0,0,1,0,0,0,1,0,0
were,mowed,0,0,0,0,0,0,0,1,0,0
peted,peted,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
earth.,earth.,1,1,1,0,0,0,0,0,0,0
I,I,1,1,1,0,0,0,0,0,0,0
dare.,dare,0,0,0,1,1,0,1,0,0,0
say,say,1,1,1,0,0,0,0,0,0,0
It,it,1,0,0,0,0,1,0,0,1,0
was,was,1,1,1,0,0,0,0,0,0,0
as,as,1,1,1,0,0,0,0,0,0,0
awful,awful,1,1,1,0,0,0,0,0,0,0
■a#,a,0,0,0,0,0,0,0,1,0,0
"slaughter,","slaughter,",1,1,1,0,0,0,0,0,0,0
considering,considering,1,1,1,0,0,0,0,0,0,0
-0,the,0,0,0,0,0,0,0,1,0,0
In,in,1,0,0,0,0,1,0,0,1,0
the,the,1,1,1,0,0,0,0,0,0,0
course,course,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
war.,war.,1,1,1,0,0,0,0,0,0,0
"""Well,","""Well,",1,1,1,0,0,0,0,0,0,0
we,we,1,1,1,0,0,0,0,0,0,0
hadn't,hadn't,1,1,1,0,0,0,0,0,0,0
gone,gone,1,1,1,0,0,0,0,0,0,0
very,very,1,1,1,0,0,0,0,0,0,0
far,far,1,1,1,0,0,0,0,0,0,0
when',when,0,0,0,1,1,0,1,0,0,0
military,military,1,1,1,0,0,0,0,0,0,0
;,troop,0,0,0,0,0,0,0,1,0,0
troop,ever,0,0,0,0,0,0,0,1,0,0
ever,organized.,0,0,0,0,0,0,0,1,0,0
organized.,They,0,0,0,0,0,0,0,1,0,0
wore,wore,1,1,1,0,0,0,0,0,0,0
scarlet,scarlet,1,1,1,0,0,0,0,0,0,0
Turkish,Turkish,1,1,1,0,0,0,0,0,0,0
"trousers,","trousers,",1,1,1,0,0,0,0,0,0,0
blue',blue,0,0,0,1,1,0,1,0,0,0
jackets,jackets,1,1,1,0,0,0,0,0,0,0
embroidered,embroidered,1,1,1,0,0,0,0,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
gold,gold,1,1,1,0,0,0,0,0,0,0
bullion',bullion,0,0,0,1,1,0,1,0,0,0
braid,braid,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
purple,purple,1,1,1,0,0,0,0,0,0,0
fezes,fezes,1,1,1,0,0,0,0,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
long,long,1,1,1,0,0,0,0,0,0,0
pend-',pend-,0,0,0,1,1,0,1,0,0,0
ent,ent,1,1,1,0,0,0,0,0,0,0
"tassels,",tassels.,1,0,0,0,0,0,0,0,0,1
"""Being","""Being",1,1,1,0,0,0,0,0,0,0
Just,just,1,0,0,0,0,1,0,0,1,0
from,from,1,1,1,0,0,0,0,0,0,0
the',the,0,0,0,1,1,0,1,0,0,0
"outfitters,","outfitters,",1,1,1,0,0,0,0,0,0,0
all,all,1,1,1,0,0,0,0,0,0,0
this,this,1,1,1,0,0,0,0,0,0,0
One,fine,0,0,0,1,1,0,1,0,0,0
regalia,regalia,1,1,1,0,0,0,0,0,0,0
;,was,0,0,0,0,0,0,0,1,0,0
was,perfectly,0,0,0,0,0,0,0,1,0,0
perfectly,fresh,0,0,0,0,0,0,0,1,0,0
and,and,1,1,1,0,0,0,0,0,0,0
"new,'","new,",0,0,0,1,1,0,1,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
somehow,somehow,1,1,1,0,0,0,0,0,0,0
or,or,1,1,1,0,0,0,0,0,0,0
other,other,1,1,1,0,0,0,0,0,0,0
It.,It.,1,1,1,0,0,0,0,0,0,0
cle,cle,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
tbe,tbe,1,1,1,0,0,0,0,0,0,0
hillside.],hillside.,0,0,0,1,1,0,1,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
corpses,corpses,1,1,1,0,0,0,0,0,0,0
were,were,1,1,1,0,0,0,0,0,0,0
In,In,1,1,1,0,0,0,0,0,0,0
all',all,0,0,0,1,1,0,1,0,0,0
sorts,sorts,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
strange,strange,1,1,1,0,0,0,0,0,0,0
"postures,","postures,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
their,their,1,1,1,0,0,0,0,0,0,0
fantastic*,fantastic,0,0,0,1,1,0,1,0,0,0
costumes,costumes,1,1,1,0,0,0,0,0,0,0
gave,gave,1,1,1,0,0,0,0,0,0,0
them,them,1,1,1,0,0,0,0,0,0,0
an',an,0,0,0,1,1,0,1,0,0,0
air,air,1,1,1,0,0,0,0,0,0,0
:,of,0,0,0,1,1,0,1,0,0,0
of,horrible,0,0,0,0,0,0,0,1,0,0
horrible,grotesqueness,0,0,0,0,0,0,0,1,0,0
grotesqueness,that,0,0,0,0,0,0,0,1,0,0
that,I,0,0,0,0,0,0,0,1,0,0
couldn't,couldn't,1,1,1,0,0,0,0,0,0,0
begin,begin,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
describe,describe,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
words.,words.,1,1,1,0,0,0,0,0,0,0
JftCKSON,JACKSON,0,0,0,1,1,0,1,0,0,0
RBPUBLIGfIN^nTB,REPUBLICAN,0,0,0,0,0,0,0,1,0,0
UR.,DR.,1,0,0,0,0,0,0,0,0,1
C.,C.,1,1,1,0,0,0,0,0,0,0
A.,A.,1,1,1,0,0,0,0,0,0,0
HERRICK,HERRICK,1,1,1,0,0,0,0,0,0,0
President,......,0,0,0,0,0,0,0,1,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
B.,B.,1,1,1,0,0,0,0,0,0,0
FRANCIS,FRANCIS,1,1,1,0,0,0,0,0,0,0
First,........,0,0,0,0,0,0,0,1,0,0
Vice-President,First,0,0,0,0,0,0,0,1,0,0
a.,B.,1,0,0,0,0,0,0,0,0,1
F.,F.,1,1,1,0,0,0,0,0,0,0
TAYLOR,TAYLOR,1,1,1,0,0,0,0,0,0,0
Second,........,0,0,0,0,0,0,0,1,0,0
Vice,Second,0,0,0,0,0,0,0,1,0,0
President,Vice,0,0,0,0,0,0,0,1,0,0
WEBSTER,WEBSTER,1,1,1,0,0,0,0,0,0,0
SMITH,SMITH,1,1,1,0,0,0,0,0,0,0
Third,......,0,0,0,0,0,0,0,1,0,0
Vice-President,Third,0,0,0,0,0,0,0,1,0,0
.lAMFS,JAMES,0,0,0,0,0,0,0,1,0,0
K.,E.,1,0,0,0,0,0,0,0,0,1
DYE,DYE,1,1,1,0,0,0,0,0,0,0
Secretary,..........,0,0,0,0,0,0,0,1,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
H.,H.,1,1,1,0,0,0,0,0,0,0
LANGHORST,LANGHORST,1,1,1,0,0,0,0,0,0,0
Treasurer,.......Treasurer,0,0,0,0,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
path,eachh,0,0,0,0,0,0,0,1,0,0
month,month,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
S,8,1,0,0,0,0,0,0,0,0,1
o'clock,o'clock,1,1,1,0,0,0,0,0,0,0
"p,","p,",1,1,1,0,0,0,0,0,0,0
m.,m.,1,1,1,0,0,0,0,0,0,0
All,All,1,1,1,0,0,0,0,0,0,0
Republi-,Republi-,1,1,1,0,0,0,0,0,0,0
tary,tary,1,1,1,0,0,0,0,0,0,0
contributions.,contributions.,1,1,1,0,0,0,0,0,0,0
ety,ety,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
plats,plats,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
maps,maps,1,1,1,0,0,0,0,0,0,0
which,which,1,1,1,0,0,0,0,0,0,0
enable,enable,1,1,1,0,0,0,0,0,0,0
us,us,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
give,give,1,1,1,0,0,0,0,0,0,0
At,At,1,1,1,0,0,0,0,0,0,0
last,last,1,1,1,0,0,0,0,0,0,0
tlio,the,0,0,0,0,0,0,0,1,0,0
time,time,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
come,come,1,1,1,0,0,0,0,0,0,0
when,when,1,1,1,0,0,0,0,0,0,0
wo,we,1,0,0,0,0,0,0,0,0,1
must,must,1,1,1,0,0,0,0,0,0,0
leave,leave,1,1,1,0,0,0,0,0,0,0
